nivel_verificacion,n_bytes,tiempo_total_s,tiempo_total_kem_s,tiempo_total_dss_s,tiempo_total_aes_s,cpu_total,cpu_total_kem,cpu_total_dss,cpu_total_aes,memoria_promedio_kem_kb,memoria_promedio_dss_kb,memoria_promedio_aes_kb
1,1024,0.068816,0.023437,0.000027,0.045351,0.030026,0.026206,0.000027,0.003793,4.000000,5.000000,5.000000
1,1024,0.057681,0.015151,0.000026,0.042504,0.019575,0.017864,0.000025,0.001686,4.000000,5.000000,5.000000
1,1024,0.055102,0.011364,0.000026,0.043712,0.015795,0.014731,0.000026,0.001038,4.000000,5.000000,5.000000
1,1024,0.047405,0.003869,0.000024,0.043512,0.006879,0.005684,0.000025,0.001170,4.000000,5.000000,5.000000
1,1024,0.050327,0.004063,0.000025,0.046240,0.007530,0.006140,0.000026,0.001364,4.000000,5.000000,5.000000
1,1024,0.052518,0.009247,0.000029,0.043242,0.012730,0.011260,0.000028,0.001442,4.000000,5.000000,5.000000
1,1024,0.051645,0.007899,0.000025,0.043721,0.012205,0.010174,0.000025,0.002006,4.000000,5.000000,5.000000
1,1024,0.054422,0.011789,0.000036,0.042598,0.015805,0.014072,0.000034,0.001699,4.000000,5.000000,5.000000
1,1024,0.051694,0.007345,0.000026,0.044323,0.010734,0.009570,0.000026,0.001138,4.000000,5.000000,5.000000
1,1024,0.048556,0.003780,0.000030,0.044746,0.007563,0.005775,0.000029,0.001759,3.000000,5.000000,5.000000
1,1024,0.047002,0.004088,0.000026,0.042888,0.007326,0.006176,0.000025,0.001125,4.000000,5.000000,5.000000
1,1024,0.050914,0.009153,0.000026,0.041735,0.011929,0.010782,0.000026,0.001121,4.000000,5.000000,5.000000
1,1024,0.050876,0.007583,0.000025,0.043268,0.012051,0.009973,0.000025,0.002053,4.000000,5.000000,5.000000
1,1024,0.051028,0.008269,0.000025,0.042734,0.011526,0.010298,0.000025,0.001203,4.000000,5.000000,5.000000
1,1024,0.051370,0.006841,0.000025,0.044504,0.010482,0.008894,0.000024,0.001564,4.000000,5.000000,5.000000
1,1024,0.047674,0.004533,0.000026,0.043116,0.007574,0.006494,0.000026,0.001054,4.000000,5.000000,5.000000
1,1024,0.048632,0.004528,0.000025,0.044079,0.007856,0.006814,0.000025,0.001017,4.000000,5.000000,5.000000
1,1024,0.047196,0.004082,0.000025,0.043088,0.007578,0.006356,0.000026,0.001196,4.000000,5.000000,5.000000
1,1024,0.056966,0.012229,0.000026,0.044711,0.021179,0.018094,0.000026,0.003059,4.000000,5.000000,5.000000
1,1024,0.049112,0.005581,0.000026,0.043506,0.010013,0.007627,0.000025,0.002361,4.000000,5.000000,5.000000
1,1024,0.055265,0.010905,0.000025,0.044335,0.018012,0.016243,0.000025,0.001744,4.000000,5.000000,5.000000
1,1024,0.048580,0.003795,0.000024,0.044761,0.006966,0.005657,0.000024,0.001285,3.000000,4.000000,5.000000
1,1024,0.051557,0.002750,0.000016,0.048791,0.009563,0.003413,0.000015,0.006135,3.000000,4.000000,5.000000
1,1024,0.056516,0.011160,0.000100,0.045256,0.017052,0.013953,0.000099,0.003000,4.000000,5.000000,5.000000
1,1024,0.048704,0.003745,0.000025,0.044934,0.006702,0.005600,0.000024,0.001078,4.000000,5.000000,5.000000
1,10240,0.051714,0.006481,0.000026,0.045207,0.011508,0.010023,0.000026,0.001459,4.000000,5.000000,5.000000
1,10240,0.058092,0.014348,0.000025,0.043719,0.019319,0.017987,0.000024,0.001308,4.000000,5.000000,5.000000
1,10240,0.050363,0.006133,0.000025,0.044205,0.010840,0.008756,0.000025,0.002059,4.000000,5.000000,5.000000
1,10240,0.054076,0.008810,0.000027,0.045239,0.013112,0.011224,0.000026,0.001862,4.000000,5.000000,5.000000
1,10240,0.060521,0.014286,0.000025,0.046209,0.023631,0.021048,0.000025,0.002558,4.000000,5.000000,5.000000
1,10240,0.049823,0.007379,0.000028,0.042416,0.010431,0.008893,0.000028,0.001510,4.000000,5.000000,5.000000
1,10240,0.052726,0.010479,0.000026,0.042222,0.014566,0.012419,0.000025,0.002122,4.000000,5.000000,5.000000
1,10240,0.048015,0.004462,0.000024,0.043529,0.008173,0.006869,0.000024,0.001280,4.000000,5.000000,5.000000
1,10240,0.047389,0.003665,0.000031,0.043693,0.007188,0.005776,0.000031,0.001381,4.000000,5.000000,5.000000
1,10240,0.051083,0.008493,0.000025,0.042564,0.014158,0.011366,0.000025,0.002767,4.000000,5.000000,5.000000
1,10240,0.047178,0.003893,0.000025,0.043260,0.007477,0.006035,0.000025,0.001417,4.000000,5.000000,5.000000
1,10240,0.047688,0.003707,0.000025,0.043956,0.007604,0.005852,0.000024,0.001728,4.000000,5.000000,5.000000
1,10240,0.051632,0.003927,0.000015,0.047690,0.008788,0.005223,0.000016,0.003549,4.000000,5.000000,5.000000
1,10240,0.048346,0.005919,0.000025,0.042402,0.010018,0.008391,0.000025,0.001602,4.000000,5.000000,5.000000
1,10240,0.048030,0.005823,0.000027,0.042179,0.011224,0.009462,0.000027,0.001735,4.000000,5.000000,5.000000
1,10240,0.050590,0.005936,0.000033,0.044621,0.010468,0.008844,0.000032,0.001592,4.000000,5.000000,5.000000
1,10240,0.047912,0.004676,0.000072,0.043165,0.009717,0.007007,0.000071,0.002639,4.000000,5.000000,5.000000
1,10240,0.046162,0.003095,0.000025,0.043042,0.006009,0.004198,0.000025,0.001786,4.000000,5.000000,5.000000
1,10240,0.048574,0.005375,0.000026,0.043173,0.009657,0.007940,0.000025,0.001692,4.000000,5.000000,5.000000
1,10240,0.052606,0.008300,0.000032,0.044273,0.015512,0.010447,0.000032,0.005033,4.000000,5.000000,5.000000
1,10240,0.063192,0.003101,0.000106,0.059985,0.020949,0.003423,0.000106,0.017420,3.000000,4.000000,5.000000
1,10240,0.047240,0.004140,0.000025,0.043075,0.007702,0.006298,0.000025,0.001379,3.000000,5.000000,5.000000
1,10240,0.049598,0.004985,0.000025,0.044588,0.009201,0.007624,0.000024,0.001553,4.000000,5.000000,5.000000
1,10240,0.051554,0.009021,0.000026,0.042507,0.017980,0.016192,0.000026,0.001762,4.000000,5.000000,5.000000
1,10240,0.047383,0.005173,0.000092,0.042118,0.009250,0.007414,0.000092,0.001744,4.000000,5.000000,5.000000
1,10240,0.053751,0.008968,0.000029,0.044755,0.015735,0.014171,0.000028,0.001536,4.000000,5.000000,5.000000
1,10240,0.060499,0.010635,0.000025,0.049839,0.019451,0.012409,0.000024,0.007018,4.000000,5.000000,5.000000
1,10240,0.049134,0.006086,0.000052,0.042995,0.010590,0.008761,0.000051,0.001778,4.000000,5.000000,5.000000
1,10240,0.046820,0.003353,0.000025,0.043442,0.005877,0.004356,0.000025,0.001496,4.000000,5.000000,5.000000
1,10240,0.057409,0.013853,0.000025,0.043531,0.019136,0.017796,0.000025,0.001315,4.000000,5.000000,5.000000
1,10240,0.048859,0.004448,0.000067,0.044343,0.008235,0.006527,0.000067,0.001641,4.000000,5.000000,5.000000
1,10240,0.045786,0.004265,0.000025,0.041496,0.007689,0.006469,0.000025,0.001195,4.000000,5.000000,5.000000
1,10240,0.049377,0.004541,0.000026,0.044810,0.008006,0.006535,0.000026,0.001445,4.000000,5.000000,5.000000
1,10240,0.046435,0.004038,0.000102,0.042294,0.007796,0.006310,0.000102,0.001384,4.000000,5.000000,5.000000
1,10240,0.046627,0.004540,0.000025,0.042062,0.007920,0.006600,0.000025,0.001295,4.000000,5.000000,5.000000
1,10240,0.046323,0.004231,0.000087,0.042004,0.008625,0.006645,0.000087,0.001893,4.000000,5.000000,5.000000
