nivel_verificacion,n_bytes,tiempo_total_s,tiempo_total_kem_s,tiempo_total_dss_s,tiempo_total_aes_s,cpu_total,cpu_total_kem,cpu_total_dss,cpu_total_aes,memoria_promedio_kem_kb,memoria_promedio_dss_kb,memoria_promedio_aes_kb
1,1024,0.046372,0.003468,0.000016,0.042889,0.005306,0.004489,0.000015,0.000802,3.000000,4.000000,4.000000
1,1024,0.044214,0.002669,0.000015,0.041530,0.004775,0.003774,0.000015,0.000986,3.000000,4.000000,4.000000
1,1024,0.044306,0.002367,0.000015,0.041923,0.004299,0.003110,0.000015,0.001174,3.000000,4.000000,4.000000
1,1024,0.046598,0.003133,0.000016,0.043449,0.005094,0.004205,0.000015,0.000874,3.000000,4.000000,4.000000
1,1024,0.046263,0.002334,0.000018,0.043911,0.003847,0.002907,0.000018,0.000922,3.000000,4.000000,4.000000
1,1024,0.046444,0.002711,0.000015,0.043717,0.004845,0.003839,0.000014,0.000992,3.000000,4.000000,4.000000
1,1024,0.046444,0.002489,0.000015,0.043939,0.004642,0.003542,0.000015,0.001085,3.000000,4.000000,4.000000
1,1024,0.046291,0.002512,0.000015,0.043763,0.004819,0.003669,0.000014,0.001136,3.000000,4.000000,4.000000
1,1024,0.044266,0.002813,0.000015,0.041438,0.004915,0.003971,0.000015,0.000929,3.000000,4.000000,4.000000
1,1024,0.046246,0.003223,0.000015,0.043008,0.004774,0.004034,0.000015,0.000725,3.000000,4.000000,4.000000
1,1024,0.044275,0.002698,0.000015,0.041562,0.005015,0.003897,0.000015,0.001103,3.000000,4.000000,4.000000
1,1024,0.044343,0.002899,0.000017,0.041427,0.005036,0.004151,0.000017,0.000868,3.000000,4.000000,4.000000
1,1024,0.046633,0.002818,0.000016,0.043800,0.005050,0.004020,0.000016,0.001014,3.000000,4.000000,4.000000
1,1024,0.046282,0.001848,0.000015,0.044419,0.003426,0.002200,0.000015,0.001211,3.000000,4.000000,4.000000
1,1024,0.046161,0.002622,0.000015,0.043523,0.004719,0.003744,0.000015,0.000960,3.000000,4.000000,4.000000
1,1024,0.047568,0.003269,0.000017,0.044281,0.008355,0.003631,0.000017,0.004707,3.000000,4.000000,4.000000
1,1024,0.065816,0.014623,0.000016,0.051177,0.014349,0.012943,0.000016,0.001390,3.000000,4.000000,4.000000
1,1024,0.057691,0.011135,0.000016,0.046540,0.016306,0.011367,0.000016,0.004923,3.000000,4.000000,4.000000
1,1024,0.049931,0.008044,0.000017,0.041870,0.009582,0.009351,0.000016,0.000215,3.000000,5.000000,5.000000
1,1024,0.048255,0.003358,0.000016,0.044881,0.005660,0.004567,0.000015,0.001078,3.000000,4.000000,4.000000
1,1024,0.047523,0.004248,0.000017,0.043258,0.005476,0.004498,0.000016,0.000962,3.000000,4.000000,4.000000
1,1024,0.046101,0.002678,0.000017,0.043407,0.004791,0.003856,0.000016,0.000919,3.000000,4.000000,4.000000
1,1024,0.044145,0.003025,0.000015,0.041105,0.005238,0.004199,0.000015,0.001024,3.000000,4.000000,4.000000
1,1024,0.048222,0.003290,0.000023,0.044910,0.005562,0.004558,0.000023,0.000981,3.000000,4.000000,4.000000
1,1024,0.044530,0.002711,0.000015,0.041804,0.004849,0.003846,0.000015,0.000988,3.000000,4.000000,4.000000
1,1024,0.044324,0.002615,0.000015,0.041693,0.004695,0.003740,0.000015,0.000940,3.000000,4.000000,4.000000
1,1024,0.046451,0.002990,0.000016,0.043446,0.004577,0.003692,0.000016,0.000869,3.000000,4.000000,4.000000
1,1024,0.045717,0.002883,0.000023,0.042811,0.003610,0.002101,0.000023,0.001486,3.000000,4.000000,4.000000
1,1024,0.043898,0.001920,0.000015,0.041964,0.003457,0.002303,0.000015,0.001139,3.000000,4.000000,4.000000
1,1024,0.044162,0.002921,0.000016,0.041225,0.005145,0.004110,0.000016,0.001019,3.000000,4.000000,4.000000
1,1024,0.046381,0.002430,0.000016,0.043936,0.004682,0.003514,0.000016,0.001152,3.000000,4.000000,4.000000
1,1024,0.046695,0.002709,0.000016,0.043969,0.004890,0.003986,0.000016,0.000888,3.000000,4.000000,4.000000
1,1024,0.048382,0.005033,0.000016,0.043333,0.006110,0.005142,0.000015,0.000953,3.000000,4.000000,4.000000
1,1024,0.046222,0.003217,0.000016,0.042989,0.005520,0.004485,0.000016,0.001019,3.000000,4.000000,4.000000
1,1024,0.045992,0.001948,0.000015,0.044028,0.003583,0.002293,0.000015,0.001275,3.000000,4.000000,4.000000
